campaign_id,campaign_name,channel,channel_category,target_audience,target_region,ad_spend_usd,impressions,clicks,click_through_rate_pct,leads_generated,cost_per_lead_usd,mql_qualified_leads,sql_sales_opportunities,pipeline_created_usd,conversions,revenue_generated_usd,return_on_ad_spend,customer_acquisition_cost_usd,roi_pct,start_date,end_date,campaign_status
CAMP-2025-00628,Kubernetes Multi-Cloud Mesh - Q1 2025 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Global AI/ML Research Scientists,Latin America,90400.0,140498,5072,3.61,1269,71.24,653,219,3589328.55,57,776536.0,8.59,1585.96,759.0,2024-03-07,2024-05-06,Completed
CAMP-2025-00629,Unified Customer 360 AI - Q2 2025 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,SMB Growth Tech Founders,Western Europe,2500.0,7444,169,2.27,15,166.67,8,3,95467.06,1,30600.0,12.24,2500.0,1124.0,2026-04-30,2026-07-25,Completed
CAMP-2025-00630,Kubernetes Multi-Cloud Mesh - Q3 2025 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Enterprise Data Engineering Leads,ANZ,93600.0,145984,7416,5.08,2235,41.88,1519,440,4580619.67,121,1009008.0,10.78,773.55,978.0,2024-04-26,2024-06-22,Completed
CAMP-2025-00631,High-Throughput Streaming Engine - Q4 2025 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),33700.0,69331,2801,4.04,419,80.43,313,157,2160423.55,28,493031.0,14.63,1203.57,1363.0,2025-04-09,2025-05-22,Completed
CAMP-2025-00632,Real-Time Telemetry at Scale - Q1 2025 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Enterprise Data Engineering Leads,Latin America,86800.0,505677,9709,1.92,469,185.07,225,60,3528128.6,15,866264.0,9.98,5786.67,898.0,2024-02-23,2024-04-22,Completed
CAMP-2025-00633,Real-Time Telemetry at Scale - Q2 2025 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Healthcare & Life Sciences Tech Leads,Latin America,68500.0,97552,4146,4.25,996,68.78,578,289,6200680.09,79,1321365.0,19.29,867.09,1829.0,2025-01-13,2025-03-10,Completed
CAMP-2025-00634,Cloud Cost Optimization 40% - Q3 2025 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Retail E-Commerce Engineering Directors,Western Europe,56300.0,65095,3743,5.75,770,73.12,441,220,1943295.47,57,458282.0,8.14,987.72,714.0,2025-07-03,2025-07-26,Completed
CAMP-2025-00635,Quantum-Safe Cryptography Suite - Q4 2025 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,Healthcare & Life Sciences Tech Leads,Middle East,62600.0,120459,4192,3.48,574,109.06,254,88,4087477.1,26,897058.0,14.33,2407.69,1333.0,2025-12-01,2026-01-31,Completed
CAMP-2025-00636,High-Throughput Streaming Engine - Q1 2025 [Phase 1],Programmatic Account-Based Display (ABM),ABM Display,Global AI/ML Research Scientists,Middle East,72000.0,237869,4020,1.69,280,257.14,207,106,1128623.17,31,379440.0,5.27,2322.58,427.0,2025-03-27,2025-05-01,Completed
CAMP-2025-00637,Zero-Trust Perimeter Defense - Q2 2025 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,Global Multi-Region,50700.0,171571,3603,2.1,206,246.12,86,34,761547.23,10,221052.0,4.36,5070.0,336.0,2025-05-05,2025-07-07,Completed
CAMP-2025-00638,GenAI Enterprise Copilot Accelerator - Q3 2025 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Fortune 500 CTOs & VP Infrastructure,ANZ,16600.0,27710,1610,5.81,215,77.21,122,58,508187.69,21,202686.0,12.21,790.48,1121.0,2025-08-26,2025-11-02,Completed
CAMP-2025-00639,Quantum-Safe Cryptography Suite - Q4 2025 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,SMB Growth Tech Founders,North America,22600.0,398904,5824,1.46,55,410.91,33,17,790447.41,6,160234.0,7.09,3766.67,609.0,2024-03-13,2024-05-01,Completed
CAMP-2025-00640,High-Throughput Streaming Engine - Q1 2025 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Fortune 500 CTOs & VP Infrastructure,Latin America,85100.0,138795,5302,3.82,827,102.9,579,250,5086580.83,71,1375216.0,16.16,1198.59,1516.0,2025-11-08,2025-12-07,Completed
CAMP-2025-00641,Kubernetes Multi-Cloud Mesh - Q2 2025 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Cloud Native DevOps & SRE Architects,APAC (Japan/Taiwan/SG),58100.0,51443,3385,6.58,809,71.82,418,226,1202661.22,94,419482.0,7.22,618.09,622.0,2026-05-13,2026-07-16,Completed
CAMP-2025-00642,GenAI Enterprise Copilot Accelerator - Q3 2025 [Phase 1],Developer Hackathons & Open Source Grants,Community,Enterprise Data Engineering Leads,ANZ,63600.0,105836,5313,5.02,1649,38.57,1137,419,4581783.59,127,1058940.0,16.65,500.79,1565.0,2026-05-15,2026-06-23,Completed
CAMP-2025-00643,Edge AI for Smart Robotics - Q4 2025 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,SMB Growth Tech Founders,Latin America,92700.0,659278,13713,2.08,338,274.26,190,70,1109363.48,19,398610.0,4.3,4878.95,330.0,2026-01-03,2026-03-23,Completed
CAMP-2025-00644,Developer Productivity Blitz - Q1 2025 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,North America,69300.0,392821,12531,3.19,618,112.14,410,167,2145882.69,33,631323.0,9.11,2100.0,811.0,2024-12-15,2025-03-12,Completed
CAMP-2025-00645,High-Throughput Streaming Engine - Q2 2025 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Global AI/ML Research Scientists,Western Europe,6600.0,16569,570,3.44,83,79.52,35,10,382710.79,4,91938.0,13.93,1650.0,1293.0,2024-12-02,2025-01-26,Completed
CAMP-2025-00646,Zero-Trust Perimeter Defense - Q3 2025 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,SMB Growth Tech Founders,North America,21200.0,205558,7544,3.67,145,146.21,89,29,545401.75,5,179988.0,8.49,4240.0,749.0,2024-09-04,2024-09-24,Completed
CAMP-2025-00647,Unified Customer 360 AI - Q4 2025 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Enterprise Data Engineering Leads,Latin America,19900.0,46912,2355,5.02,336,59.23,247,84,784166.83,26,173926.0,8.74,765.38,774.0,2024-03-03,2024-03-30,Completed
CAMP-2025-00648,Developer Productivity Blitz - Q1 2025 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),APAC (Japan/Taiwan/SG),9400.0,11844,565,4.77,112,83.93,78,25,336669.94,7,124832.0,13.28,1342.86,1228.0,2026-01-10,2026-03-11,Completed
CAMP-2025-00649,High-Throughput Streaming Engine - Q2 2025 [Phase 2],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,ANZ,70000.0,65659,5279,8.04,1982,35.32,1098,588,5786824.89,114,1218700.0,17.41,614.04,1641.0,2025-02-12,2025-04-17,Completed
CAMP-2025-00650,Automated Compliance & SOC2 - Q3 2025 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Enterprise Data Engineering Leads,Global Multi-Region,53300.0,206618,5682,2.75,298,178.86,194,83,1405977.71,20,365638.0,6.86,2665.0,586.0,2024-12-31,2025-03-28,Completed
CAMP-2025-00651,Unified Customer 360 AI - Q4 2025 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),68800.0,180307,5860,3.25,759,90.65,322,135,4116621.19,58,959760.0,13.95,1186.21,1295.0,2026-02-16,2026-05-09,Completed
CAMP-2025-00652,Next-Gen Lakehouse Migration - Q1 2025 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),42300.0,192489,4485,2.33,229,184.72,139,39,1214769.95,9,401427.0,9.49,4700.0,849.0,2024-03-07,2024-05-28,Completed
CAMP-2025-00653,Cloud Cost Optimization 40% - Q2 2025 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Healthcare & Life Sciences Tech Leads,Global Multi-Region,93200.0,453858,10938,2.41,264,353.03,169,81,3237584.19,25,647740.0,6.95,3728.0,595.0,2024-11-22,2024-12-06,Completed
CAMP-2025-00654,Cloud Cost Optimization 40% - Q3 2025 [Phase 1],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,Latin America,74500.0,172003,9959,5.79,1789,41.64,1228,655,3046963.23,182,1107070.0,14.86,409.34,1386.0,2025-03-09,2025-05-17,Completed
CAMP-2025-00655,Automated Compliance & SOC2 - Q4 2025 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Healthcare & Life Sciences Tech Leads,Middle East,16100.0,17552,925,5.27,380,42.37,217,99,935053.22,32,242466.0,15.06,503.12,1406.0,2025-12-24,2026-01-27,Completed
CAMP-2025-00656,Next-Gen Lakehouse Migration - Q1 2025 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Retail E-Commerce Engineering Directors,ANZ,49800.0,215950,6133,2.84,513,97.08,256,77,1725610.65,34,382464.0,7.68,1464.71,668.0,2024-11-08,2025-01-29,Completed
CAMP-2025-00657,Edge AI for Smart Robotics - Q2 2025 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Cloud Native DevOps & SRE Architects,Western Europe,15200.0,48736,1813,3.72,357,42.58,181,51,1286709.2,21,289560.0,19.05,723.81,1805.0,2025-05-25,2025-08-03,Completed
CAMP-2025-00658,Developer Productivity Blitz - Q3 2025 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Fortune 500 CTOs & VP Infrastructure,Western Europe,62500.0,58378,3853,6.6,868,72.0,382,203,2338325.07,80,588125.0,9.41,781.25,841.0,2025-08-01,2025-10-15,Completed
CAMP-2025-00659,Edge AI for Smart Robotics - Q4 2025 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),68700.0,198838,14555,7.32,1561,44.01,1108,456,3746426.76,166,1207746.0,17.58,413.86,1658.0,2024-06-23,2024-08-07,Completed
CAMP-2025-00660,Zero-Trust Perimeter Defense - Q1 2025 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Healthcare & Life Sciences Tech Leads,North America,91200.0,146302,5223,3.57,997,91.47,671,367,3223360.17,113,768816.0,8.43,807.08,743.0,2024-05-09,2024-07-01,Completed
CAMP-2025-00661,Cloud Cost Optimization 40% - Q2 2025 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,FinTech Chief Information Security Officers (CISO),ANZ,59200.0,153788,6413,4.17,873,67.81,357,152,2722236.59,37,884448.0,14.94,1600.0,1394.0,2024-01-28,2024-04-25,Completed
CAMP-2025-00662,Developer Productivity Blitz - Q3 2025 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,Global Multi-Region,91300.0,438755,10223,2.33,1019,89.6,653,188,5248013.72,43,1164075.0,12.75,2123.26,1175.0,2024-03-15,2024-05-28,Completed
CAMP-2025-00663,Zero-Trust Perimeter Defense - Q4 2025 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,Latin America,24300.0,50877,2030,3.99,314,77.39,143,67,1031810.21,14,217485.0,8.95,1735.71,795.0,2025-10-16,2025-12-09,Completed
CAMP-2025-00664,Real-Time Telemetry at Scale - Q1 2025 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,North America,74700.0,141628,6784,4.79,2685,27.82,1132,617,3682517.59,167,1119006.0,14.98,447.31,1398.0,2024-09-30,2024-11-19,Completed
CAMP-2025-00665,High-Throughput Streaming Engine - Q2 2025 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,FinTech Chief Information Security Officers (CISO),APAC (Japan/Taiwan/SG),12700.0,58220,949,1.63,69,184.06,35,13,345132.2,4,103886.0,8.18,3175.0,718.0,2026-03-20,2026-05-13,Completed
CAMP-2025-00666,Cloud Cost Optimization 40% - Q3 2025 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Cloud Native DevOps & SRE Architects,Western Europe,26700.0,59717,2329,3.9,177,150.85,114,47,684098.62,10,197046.0,7.38,2670.0,638.0,2024-12-25,2025-03-04,Completed
CAMP-2025-00667,GenAI Enterprise Copilot Accelerator - Q4 2025 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Fortune 500 CTOs & VP Infrastructure,Western Europe,12000.0,33591,1085,3.23,151,79.47,92,30,438093.7,11,99600.0,8.3,1090.91,730.0,2024-06-07,2024-08-21,Completed
CAMP-2025-00668,Quantum-Safe Cryptography Suite - Q1 2025 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Cloud Native DevOps & SRE Architects,Latin America,63800.0,244099,3930,1.61,371,171.97,200,50,2447671.42,19,495726.0,7.77,3357.89,677.0,2026-06-05,2026-07-22,Completed
CAMP-2025-00669,Quantum-Safe Cryptography Suite - Q2 2025 [Phase 1],Developer Hackathons & Open Source Grants,Community,Healthcare & Life Sciences Tech Leads,North America,78100.0,291230,22250,7.64,1820,42.91,1240,442,8007183.81,103,1633852.0,20.92,758.25,1992.0,2024-07-08,2024-09-08,Completed
CAMP-2025-00670,Real-Time Telemetry at Scale - Q3 2025 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Cloud Native DevOps & SRE Architects,APAC (Japan/Taiwan/SG),90300.0,599166,10066,1.68,230,392.61,109,32,3497490.73,14,754908.0,8.36,6450.0,736.0,2024-07-01,2024-07-28,Completed
CAMP-2025-00671,Zero-Trust Perimeter Defense - Q4 2025 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Global AI/ML Research Scientists,North America,11600.0,34574,1829,5.29,331,35.05,180,98,1163576.39,19,292552.0,25.22,610.53,2422.0,2025-11-14,2026-01-29,Completed
CAMP-2025-00672,Kubernetes Multi-Cloud Mesh - Q1 2025 [Phase 1],Developer Hackathons & Open Source Grants,Community,Cloud Native DevOps & SRE Architects,Western Europe,27000.0,31171,1730,5.55,597,45.23,286,95,2248903.21,41,643410.0,23.83,658.54,2283.0,2025-09-22,2025-12-04,Completed
CAMP-2025-00673,Edge AI for Smart Robotics - Q2 2025 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Healthcare & Life Sciences Tech Leads,ANZ,75500.0,169502,6475,3.82,687,109.9,275,85,2195925.77,27,635710.0,8.42,2796.3,742.0,2024-09-01,2024-11-25,Completed
CAMP-2025-00674,Zero-Trust Perimeter Defense - Q3 2025 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Retail E-Commerce Engineering Directors,Middle East,22300.0,150970,4665,3.09,157,142.04,100,39,1169533.37,7,238610.0,10.7,3185.71,970.0,2025-08-04,2025-10-12,Completed
CAMP-2025-00675,Kubernetes Multi-Cloud Mesh - Q4 2025 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,Western Europe,81900.0,472765,14703,3.11,842,97.27,548,288,2788747.12,95,859950.0,10.5,862.11,950.0,2024-09-30,2024-11-02,Completed
CAMP-2025-00676,Quantum-Safe Cryptography Suite - Q1 2025 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,North America,17100.0,67761,1877,2.77,171,100.0,88,34,491923.3,8,179550.0,10.5,2137.5,950.0,2024-03-06,2024-05-07,Completed
CAMP-2025-00677,GenAI Enterprise Copilot Accelerator - Q2 2025 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),35900.0,113821,2174,1.91,134,267.91,74,25,1109632.94,9,248069.0,6.91,3988.89,591.0,2025-01-29,2025-02-26,Completed
CAMP-2025-00678,Zero-Trust Perimeter Defense - Q3 2025 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,Cloud Native DevOps & SRE Architects,Western Europe,29700.0,68854,3126,4.54,573,51.83,294,118,1037496.94,34,291357.0,9.81,873.53,881.0,2026-03-28,2026-06-10,Completed
CAMP-2025-00679,GenAI Enterprise Copilot Accelerator - Q4 2025 [Phase 2],Developer Hackathons & Open Source Grants,Community,Enterprise Data Engineering Leads,ANZ,68800.0,106201,7381,6.95,1682,40.9,691,332,5594508.24,64,1538368.0,22.36,1075.0,2136.0,2025-05-18,2025-06-01,Completed
CAMP-2025-00680,Cloud Cost Optimization 40% - Q1 2025 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,Cloud Native DevOps & SRE Architects,North America,42100.0,255888,4606,1.8,200,210.5,142,56,1167422.81,14,260599.0,6.19,3007.14,519.0,2024-03-26,2024-04-23,Completed
CAMP-2025-00681,Unified Customer 360 AI - Q2 2025 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,Middle East,5300.0,22473,627,2.79,36,147.22,17,5,156229.11,1,37577.0,7.09,5300.0,609.0,2025-01-17,2025-02-04,Completed
CAMP-2025-00682,Cloud Cost Optimization 40% - Q3 2025 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Cloud Native DevOps & SRE Architects,Latin America,70200.0,272361,7381,2.71,614,114.33,366,186,1910224.16,40,485082.0,6.91,1755.0,591.0,2024-08-17,2024-11-09,Completed
CAMP-2025-00683,High-Throughput Streaming Engine - Q4 2025 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Fortune 500 CTOs & VP Infrastructure,North America,64800.0,508078,16919,3.33,510,127.06,291,141,2216750.58,47,583848.0,9.01,1378.72,801.0,2026-05-07,2026-05-23,Completed
CAMP-2025-00684,High-Throughput Streaming Engine - Q1 2025 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),APAC (Japan/Taiwan/SG),16500.0,25618,1035,4.04,171,96.49,81,21,670323.17,4,142065.0,8.61,4125.0,761.0,2026-04-11,2026-06-25,Completed
CAMP-2025-00685,Kubernetes Multi-Cloud Mesh - Q2 2025 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),Global Multi-Region,36000.0,50000,2945,5.89,453,79.47,201,99,1555719.29,37,318600.0,8.85,972.97,785.0,2026-05-14,2026-07-31,Completed
CAMP-2025-00686,Kubernetes Multi-Cloud Mesh - Q3 2025 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Enterprise Data Engineering Leads,Western Europe,50100.0,359223,7400,2.06,279,179.57,208,55,1603323.01,19,383265.0,7.65,2636.84,665.0,2024-03-19,2024-05-07,Completed
CAMP-2025-00687,Zero-Trust Perimeter Defense - Q4 2025 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Cloud Native DevOps & SRE Architects,ANZ,87100.0,283618,21243,7.49,2032,42.86,1115,540,6084817.64,158,1775098.0,20.38,551.27,1938.0,2026-01-10,2026-04-07,Completed
CAMP-2025-00688,Zero-Trust Perimeter Defense - Q1 2025 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,FinTech Chief Information Security Officers (CISO),North America,74100.0,92276,4540,4.92,1918,38.63,1237,496,6366433.47,195,1314534.0,17.74,380.0,1674.0,2025-06-11,2025-07-05,Completed
CAMP-2025-00689,Next-Gen Lakehouse Migration - Q2 2025 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Healthcare & Life Sciences Tech Leads,Western Europe,69900.0,1591437,26577,1.67,211,331.28,133,36,1610622.15,7,510270.0,7.3,9985.71,630.0,2025-06-11,2025-07-29,Completed
CAMP-2025-00690,Unified Customer 360 AI - Q3 2025 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,SMB Growth Tech Founders,APAC (Japan/Taiwan/SG),49700.0,58198,3748,6.44,1754,28.34,1160,317,4915265.13,101,1241009.0,24.97,492.08,2397.0,2025-05-29,2025-08-01,Completed
CAMP-2025-00691,Kubernetes Multi-Cloud Mesh - Q4 2025 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,Western Europe,42000.0,67853,2592,3.82,644,65.22,381,122,1799773.75,26,690480.0,16.44,1615.38,1544.0,2025-07-20,2025-10-04,Completed
CAMP-2025-00692,High-Throughput Streaming Engine - Q1 2025 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,ANZ,22200.0,54248,2924,5.39,294,75.51,125,60,1406747.37,12,362304.0,16.32,1850.0,1532.0,2024-10-19,2024-12-16,Completed
CAMP-2025-00693,Cloud Cost Optimization 40% - Q2 2025 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,FinTech Chief Information Security Officers (CISO),APAC (Japan/Taiwan/SG),35500.0,124242,6647,5.35,522,68.01,306,125,1950285.44,29,402215.0,11.33,1224.14,1033.0,2024-02-23,2024-03-26,Completed
CAMP-2025-00694,Developer Productivity Blitz - Q3 2025 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,SMB Growth Tech Founders,Global Multi-Region,31200.0,80946,3505,4.33,587,53.15,235,118,1557701.27,32,368472.0,11.81,975.0,1081.0,2025-03-30,2025-06-09,Completed
CAMP-2025-00695,Real-Time Telemetry at Scale - Q4 2025 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,FinTech Chief Information Security Officers (CISO),ANZ,29200.0,65296,1874,2.87,249,117.27,120,56,842744.93,18,180164.0,6.17,1622.22,517.0,2024-12-06,2025-01-10,Completed
CAMP-2025-00696,Cloud Cost Optimization 40% - Q1 2025 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Cloud Native DevOps & SRE Architects,Latin America,7700.0,38054,704,1.85,19,405.26,12,3,221226.2,1,58674.0,7.62,7700.0,662.0,2026-04-27,2026-07-11,Completed
CAMP-2025-00697,GenAI Enterprise Copilot Accelerator - Q2 2025 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Cloud Native DevOps & SRE Architects,APAC (Japan/Taiwan/SG),7000.0,29511,1449,4.91,126,55.56,69,19,273435.31,5,87080.0,12.44,1400.0,1144.0,2025-10-07,2025-12-01,Completed
CAMP-2025-00698,High-Throughput Streaming Engine - Q3 2025 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Fortune 500 CTOs & VP Infrastructure,Latin America,36600.0,30327,2035,6.71,742,49.33,473,236,1605175.06,58,452376.0,12.36,631.03,1136.0,2024-01-02,2024-03-07,Completed
CAMP-2025-00699,Quantum-Safe Cryptography Suite - Q4 2025 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Global Multi-Region,68000.0,147366,3861,2.62,750,90.67,530,199,2816389.71,55,941800.0,13.85,1236.36,1285.0,2024-02-24,2024-03-21,Completed
CAMP-2025-00700,Cloud Cost Optimization 40% - Q1 2025 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),91900.0,261702,9683,3.7,742,123.85,372,108,2522057.52,29,562428.0,6.12,3168.97,512.0,2024-08-15,2024-09-30,Completed
CAMP-2025-00701,Quantum-Safe Cryptography Suite - Q2 2025 [Phase 3],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,Middle East,69800.0,133919,5638,4.21,1013,68.9,442,174,1917564.89,50,687530.0,9.85,1396.0,885.0,2025-04-15,2025-07-14,Completed
CAMP-2025-00702,High-Throughput Streaming Engine - Q3 2025 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),Western Europe,20500.0,49354,3134,6.35,339,60.47,160,82,905607.49,19,301555.0,14.71,1078.95,1371.0,2024-06-16,2024-07-11,Completed
CAMP-2025-00703,Zero-Trust Perimeter Defense - Q4 2025 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,FinTech Chief Information Security Officers (CISO),Latin America,57700.0,213493,3544,1.66,250,230.8,169,69,1247826.29,19,253880.0,4.4,3036.84,340.0,2026-04-04,2026-04-26,Completed
CAMP-2025-00704,Automated Compliance & SOC2 - Q1 2025 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Fortune 500 CTOs & VP Infrastructure,ANZ,74000.0,236317,8342,3.53,990,74.75,477,249,3088917.11,52,822880.0,11.12,1423.08,1012.0,2024-12-07,2024-12-31,Completed
CAMP-2025-00705,Automated Compliance & SOC2 - Q2 2025 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,North America,13600.0,96394,2005,2.08,35,388.57,22,5,243508.66,1,76568.0,5.63,13600.0,463.0,2025-07-11,2025-08-19,Completed
CAMP-2025-00706,Quantum-Safe Cryptography Suite - Q3 2025 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),55300.0,78885,4812,6.1,972,56.89,646,220,1514877.04,42,593369.0,10.73,1316.67,973.0,2024-02-14,2024-05-06,Completed
CAMP-2025-00707,Developer Productivity Blitz - Q4 2025 [Phase 3],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),ANZ,8700.0,10523,683,6.49,194,44.85,110,37,374442.09,15,124323.0,14.29,580.0,1329.0,2026-02-27,2026-05-03,Completed
CAMP-2025-00708,Cloud Cost Optimization 40% - Q1 2025 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Retail E-Commerce Engineering Directors,APAC (Japan/Taiwan/SG),70500.0,413829,20857,5.04,1662,42.42,878,245,4635919.09,74,1234455.0,17.51,952.7,1651.0,2024-03-12,2024-05-10,Completed
CAMP-2025-00709,Unified Customer 360 AI - Q2 2025 [Phase 2],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),22800.0,40062,1278,3.19,190,120.0,126,63,566105.55,25,212952.0,9.34,912.0,834.0,2024-09-25,2024-11-09,Completed
CAMP-2025-00710,Quantum-Safe Cryptography Suite - Q3 2025 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,FinTech Chief Information Security Officers (CISO),Latin America,9200.0,17536,719,4.1,121,76.03,79,20,370595.38,7,118404.0,12.87,1314.29,1187.0,2025-08-21,2025-10-27,Completed
CAMP-2025-00711,Real-Time Telemetry at Scale - Q4 2025 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Cloud Native DevOps & SRE Architects,ANZ,68400.0,186417,8221,4.41,2143,31.92,1150,505,5784329.6,122,1761300.0,25.75,560.66,2475.0,2024-09-19,2024-10-05,Completed
CAMP-2025-00712,Edge AI for Smart Robotics - Q1 2025 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Global AI/ML Research Scientists,Middle East,38300.0,35797,2445,6.83,524,73.09,360,140,1642306.43,57,531221.0,13.87,671.93,1287.0,2024-02-23,2024-03-14,Completed
CAMP-2025-00713,Cloud Cost Optimization 40% - Q2 2025 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,Global Multi-Region,19400.0,139018,2266,1.63,72,269.44,30,15,783840.47,3,160244.0,8.26,6466.67,726.0,2025-07-10,2025-10-06,Completed
