sku_id,product_name,category,warehouse_id,warehouse_location,region,country,current_stock,allocated_stock,available_stock,safety_stock,reorder_point_qty,max_capacity_units,unit_cost_usd,total_inventory_value_usd,supplier_id,supplier_name,supplier_country,supplier_reliability_score,lead_time_days,shipping_method,defect_rate_pct,inventory_turnover_ratio,stock_status,last_audit_date
SKU-HW-01730,Quantum Optical 800G Core Switch v3.0,Networking Hardware,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,84,48,36,63,114,426,18604.26,1562757.84,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,9,Ocean Freight Container,0.57,4.1,Optimal,2026-06-10
SKU-HW-01731,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,79,18,61,66,110,296,12889.89,1018301.31,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,33,Dedicated Rail Cargo,1.1,13.1,Optimal,2026-01-13
SKU-HW-01732,Dense Wavelength Mux Transceiver v1.0,Optical Components,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,948,380,568,563,818,2816,680.68,645284.64,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,37,Dedicated Rail Cargo,2.03,3.5,Optimal,2026-06-27
SKU-HW-01733,Liquid-Cooled AI Inference Blade v2.0,Compute Servers,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,194,43,151,98,145,542,9310.38,1806213.72,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,9,Air Priority Express,3.13,13.1,Optimal,2026-04-27
SKU-HW-01734,Hardware Security Module (HSM) Vault v3.0,Security Appliances,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,46,20,26,36,61,225,10951.32,503760.72,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,20,Air Priority Express,1.43,9.4,Optimal,2026-03-14
SKU-HW-01735,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,194,48,146,107,201,512,4511.87,875302.78,SUP-JP-01,Murata High-Freq Components,Japan,98.9,29,Air Priority Express,2.53,6.2,Optimal,2026-04-15
SKU-HW-01736,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-US-01,California Mega-Hub,US-West,United States,183,104,79,89,181,532,8694.01,1591003.83,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,9,Ocean Freight Container,1.52,12.7,Optimal,2026-04-17
SKU-HW-01737,Dense Wavelength Mux Transceiver v2.0,Optical Components,WH-US-03,Chicago Central Depot,US-Central,United States,187,153,34,1368,2587,8864,827.4,154723.8,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,17,Dedicated Rail Cargo,1.55,2.7,Critical Shortage,2026-07-18
SKU-HW-01738,Hardware Security Module (HSM) Vault v3.0,Security Appliances,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,148,51,97,60,93,334,10746.86,1590535.28,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,22,Air Priority Express,3.15,13.4,Optimal,2026-06-21
SKU-HW-01739,Distributed Object Storage Block v4.0,Storage Systems,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,118,45,73,89,131,400,6472.44,763747.92,SUP-US-01,Supermicro Engineering Lab,United States,95.9,6,Ground Fleet Line,2.71,6.7,Optimal,2026-04-20
SKU-HW-01740,Edge AI Gateway Controller v1.0,Edge Devices,WH-US-03,Chicago Central Depot,US-Central,United States,686,205,481,563,963,3773,1694.03,1162104.58,SUP-JP-01,Murata High-Freq Components,Japan,98.9,35,Ocean Freight Container,2.95,11.1,Optimal,2026-03-01
SKU-HW-01741,Redundant Power Distribution Unit 3-Phase v2.0,Power & Cooling,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,1044,106,938,228,331,1136,2981.34,3112518.96,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,34,Ground Fleet Line,2.85,13.3,Overstocked,2026-04-20
SKU-HW-01742,Direct-to-Chip Liquid Cooling Manifold v3.0,Power & Cooling,WH-US-01,California Mega-Hub,US-West,United States,208,103,105,161,257,917,4430.99,921645.92,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,24,Air Priority Express,0.86,13.3,Optimal,2026-03-02
SKU-HW-01743,Hardware Security Module (HSM) Vault v4.0,Security Appliances,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,96,42,54,63,96,297,9425.21,904820.16,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,27,Air Priority Express,1.89,10.7,Optimal,2026-01-28
SKU-HW-01744,Dense Wavelength Mux Transceiver v1.0,Optical Components,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,2284,734,1550,877,1360,5264,820.23,1873405.32,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,10,Dedicated Rail Cargo,2.94,13.1,Optimal,2026-05-27
SKU-HW-01745,Dense Wavelength Mux Transceiver v2.0,Optical Components,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,3684,1646,2038,1364,2993,9520,751.25,2767605.0,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,31,Air Priority Express,2.94,7.1,Optimal,2026-01-15
SKU-HW-01746,Liquid-Cooled AI Inference Blade v3.0,Compute Servers,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,69,45,24,146,277,900,8238.22,568437.18,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,43,Ground Fleet Line,2.15,8.6,Low Stock,2026-08-05
SKU-HW-01747,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-US-03,Chicago Central Depot,US-Central,United States,223,57,166,94,174,675,4460.19,994622.37,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,25,Dedicated Rail Cargo,0.2,11.8,Optimal,2026-06-05
SKU-HW-01748,100G Single-Mode Optical Transceiver v1.0,Optical Components,WH-US-01,California Mega-Hub,US-West,United States,5257,1859,3398,2156,3063,12238,310.16,1630511.12,SUP-US-02,Broadcom Optical Networks,United States,97.8,30,Air Priority Express,1.1,13.2,Optimal,2026-01-01
SKU-HW-01749,Edge AI Gateway Controller v2.0,Edge Devices,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,839,342,497,293,601,2170,1675.71,1405920.69,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,43,Ground Fleet Line,0.67,10.0,Optimal,2026-03-09
SKU-HW-01750,High-Density GPU Tensor Server Node v3.0,Compute Servers,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,94,34,60,59,110,303,13085.27,1230015.38,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,11,Ground Fleet Line,1.46,4.1,Optimal,2026-05-08
SKU-HW-01751,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,392,54,338,88,163,411,4376.63,1715638.96,SUP-JP-01,Murata High-Freq Components,Japan,98.9,8,Air Priority Express,2.18,4.4,Overstocked,2026-02-01
SKU-HW-01752,Next-Gen Firewall Threat Shield v1.0,Security Appliances,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,73,19,54,62,99,302,5387.69,393301.37,SUP-US-02,Broadcom Optical Networks,United States,97.8,10,Ocean Freight Container,2.51,13.9,Optimal,2026-07-13
SKU-HW-01753,Hardware Security Module (HSM) Vault v2.0,Security Appliances,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,67,19,48,56,83,250,10349.48,693415.16,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,35,Air Priority Express,1.07,11.1,Optimal,2026-01-08
SKU-HW-01754,High-Density GPU Tensor Server Node v3.0,Compute Servers,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,94,21,73,73,154,419,14819.62,1393044.28,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,7,Ocean Freight Container,2.31,11.7,Optimal,2026-01-28
SKU-HW-01755,Distributed Object Storage Block v4.0,Storage Systems,WH-US-03,Chicago Central Depot,US-Central,United States,220,104,116,102,146,509,7078.53,1557276.6,SUP-US-02,Broadcom Optical Networks,United States,97.8,41,Dedicated Rail Cargo,2.29,8.3,Optimal,2026-06-23
SKU-HW-01756,Industrial IoT Telemetry Sensor v1.0,Edge Devices,WH-US-02,Virginia Cloud Center,US-East,United States,4795,1795,3000,3956,8023,25455,124.41,596545.95,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,43,Ground Fleet Line,0.82,6.5,Optimal,2026-07-21
SKU-HW-01757,Redundant Power Distribution Unit 3-Phase v2.0,Power & Cooling,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,739,167,572,166,310,843,3378.48,2496696.72,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,11,Air Priority Express,0.08,13.3,Overstocked,2026-06-12
SKU-HW-01758,Redundant Power Distribution Unit 3-Phase v3.0,Power & Cooling,WH-US-02,Virginia Cloud Center,US-East,United States,448,100,348,120,263,787,3240.85,1451900.8,SUP-JP-01,Murata High-Freq Components,Japan,98.9,17,Ground Fleet Line,1.39,3.8,Optimal,2026-04-15
SKU-HW-01759,Distributed Object Storage Block v4.0,Storage Systems,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,436,232,204,180,325,1201,5880.77,2564015.72,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,6,Ground Fleet Line,0.26,10.7,Optimal,2026-01-20
SKU-HW-01760,Quantum Optical 800G Core Switch v1.0,Networking Hardware,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,77,40,37,58,97,281,19453.87,1497947.99,SUP-US-01,Supermicro Engineering Lab,United States,95.9,35,Ocean Freight Container,2.68,12.9,Optimal,2026-03-10
SKU-HW-01761,High-Density GPU Tensor Server Node v2.0,Compute Servers,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,218,89,129,79,129,375,13910.4,3032467.2,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,25,Air Priority Express,0.23,7.8,Optimal,2026-01-28
SKU-HW-01762,Industrial IoT Telemetry Sensor v3.0,Edge Devices,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,797,681,116,4293,6858,22184,122.89,97943.33,SUP-US-02,Broadcom Optical Networks,United States,97.8,37,Air Priority Express,1.75,11.4,Critical Shortage,2026-02-21
SKU-HW-01763,Quantum Optical 800G Core Switch v4.0,Networking Hardware,WH-US-01,California Mega-Hub,US-West,United States,157,46,111,76,118,424,18553.49,2912897.93,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,5,Air Priority Express,0.44,13.8,Optimal,2026-07-27
SKU-HW-01764,Direct-to-Chip Liquid Cooling Manifold v1.0,Power & Cooling,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,443,160,283,197,377,1017,4163.58,1844465.94,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,44,Ocean Freight Container,1.03,8.8,Optimal,2026-05-02
SKU-HW-01765,100G Single-Mode Optical Transceiver v2.0,Optical Components,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,3630,917,2713,1708,2530,9033,254.69,924524.7,SUP-US-02,Broadcom Optical Networks,United States,97.8,28,Ocean Freight Container,0.3,3.9,Optimal,2026-03-22
SKU-HW-01766,Hardware Security Module (HSM) Vault v3.0,Security Appliances,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,94,23,71,33,66,198,9994.99,939529.06,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,5,Ground Fleet Line,1.72,7.3,Optimal,2026-08-04
SKU-HW-01767,Next-Gen Firewall Threat Shield v4.0,Security Appliances,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,298,158,140,106,194,494,6098.18,1817257.64,SUP-US-01,Supermicro Engineering Lab,United States,95.9,42,Air Priority Express,2.08,5.0,Optimal,2026-04-24
SKU-HW-01768,All-Flash NVMe High-IOPS Array v1.0,Storage Systems,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,5,3,2,54,91,295,14327.3,71636.5,SUP-JP-01,Murata High-Freq Components,Japan,98.9,24,Ground Fleet Line,1.41,12.9,Critical Shortage,2026-01-20
SKU-HW-01769,Distributed Object Storage Block v2.0,Storage Systems,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,338,197,141,193,384,1345,6927.36,2341447.68,SUP-JP-01,Murata High-Freq Components,Japan,98.9,9,Air Priority Express,0.83,14.0,Optimal,2026-05-15
SKU-HW-01770,Ultra-Low Latency Spine Router v3.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,285,77,208,91,163,548,11245.69,3205021.65,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,6,Ground Fleet Line,2.6,3.5,Optimal,2026-06-14
SKU-HW-01771,Liquid-Cooled AI Inference Blade v4.0,Compute Servers,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,458,144,314,142,279,776,8064.26,3693431.08,SUP-US-01,Supermicro Engineering Lab,United States,95.9,43,Dedicated Rail Cargo,1.96,8.3,Optimal,2026-02-22
SKU-HW-01772,Edge AI Gateway Controller v1.0,Edge Devices,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,613,355,258,451,699,2751,1778.61,1090287.93,SUP-JP-01,Murata High-Freq Components,Japan,98.9,41,Dedicated Rail Cargo,3.05,6.8,Optimal,2026-05-25
SKU-HW-01773,Hardware Security Module (HSM) Vault v2.0,Security Appliances,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,2,1,1,35,76,268,9365.56,18731.12,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,16,Air Priority Express,1.56,3.8,Critical Shortage,2026-01-24
SKU-HW-01774,Edge AI Gateway Controller v3.0,Edge Devices,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,1357,238,1119,346,559,1552,2061.04,2796831.28,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,16,Dedicated Rail Cargo,1.6,13.1,Overstocked,2026-03-21
SKU-HW-01775,Quantum Optical 800G Core Switch v4.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,127,75,52,53,115,449,19327.9,2454643.3,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,35,Air Priority Express,0.57,2.9,Optimal,2026-03-01
SKU-HW-01776,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,133,59,74,65,110,367,8093.44,1076427.52,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,43,Ground Fleet Line,2.06,7.1,Optimal,2026-05-04
SKU-HW-01777,Distributed Object Storage Block v2.0,Storage Systems,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,61,47,14,152,281,796,7083.86,432115.46,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,26,Air Priority Express,1.19,8.7,Low Stock,2026-01-30
SKU-HW-01778,Direct-to-Chip Liquid Cooling Manifold v3.0,Power & Cooling,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,726,82,644,150,260,765,4152.49,3014707.74,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,38,Air Priority Express,2.7,11.0,Overstocked,2026-04-13
SKU-HW-01779,Industrial IoT Telemetry Sensor v4.0,Edge Devices,WH-US-01,California Mega-Hub,US-West,United States,13067,3860,9207,4576,7953,22444,124.12,1621876.04,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,9,Air Priority Express,2.45,7.1,Optimal,2026-05-08
SKU-HW-01780,Next-Gen Firewall Threat Shield v1.0,Security Appliances,WH-US-01,California Mega-Hub,US-West,United States,175,39,136,69,127,324,5581.13,976697.75,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,20,Dedicated Rail Cargo,0.19,5.8,Optimal,2026-03-15
SKU-HW-01781,Direct-to-Chip Liquid Cooling Manifold v2.0,Power & Cooling,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,347,183,164,237,335,893,4583.14,1590349.58,SUP-US-01,Supermicro Engineering Lab,United States,95.9,8,Air Priority Express,0.28,6.8,Optimal,2026-01-07
SKU-HW-01782,All-Flash NVMe High-IOPS Array v3.0,Storage Systems,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,189,109,80,63,115,337,14476.38,2736035.82,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,6,Air Priority Express,2.69,11.1,Optimal,2026-03-03
SKU-HW-01783,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,128,31,97,48,92,262,12377.34,1584299.52,SUP-JP-01,Murata High-Freq Components,Japan,98.9,14,Ocean Freight Container,1.63,3.9,Optimal,2026-01-21
SKU-HW-01784,100G Single-Mode Optical Transceiver v1.0,Optical Components,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,1376,488,888,985,1422,4612,269.12,370309.12,SUP-JP-01,Murata High-Freq Components,Japan,98.9,39,Dedicated Rail Cargo,0.72,13.7,Optimal,2026-06-19
SKU-HW-01785,Industrial IoT Telemetry Sensor v2.0,Edge Devices,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,6763,2956,3807,4085,8498,25317,138.82,938839.66,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,22,Ocean Freight Container,0.95,8.1,Optimal,2026-08-08
SKU-HW-01786,Quantum Optical 800G Core Switch v3.0,Networking Hardware,WH-US-03,Chicago Central Depot,US-Central,United States,94,30,64,60,91,345,17816.3,1674732.2,SUP-US-02,Broadcom Optical Networks,United States,97.8,20,Ocean Freight Container,2.04,3.0,Optimal,2026-06-25
SKU-HW-01787,100G Single-Mode Optical Transceiver v4.0,Optical Components,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,5785,2378,3407,2624,4367,11574,260.39,1506356.15,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,24,Dedicated Rail Cargo,2.17,3.3,Optimal,2026-04-27
SKU-HW-01788,Ultra-Low Latency Spine Router v1.0,Networking Hardware,WH-US-01,California Mega-Hub,US-West,United States,210,105,105,72,146,517,12945.64,2718584.4,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,41,Ocean Freight Container,0.96,13.1,Optimal,2026-06-18
SKU-HW-01789,Quantum Optical 800G Core Switch v2.0,Networking Hardware,WH-EU-02,Rotterdam Logistics Park,EU-West,Netherlands,121,48,73,40,75,297,19956.85,2414778.85,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,15,Ocean Freight Container,1.67,8.4,Optimal,2026-02-08
SKU-HW-01790,High-Density GPU Tensor Server Node v3.0,Compute Servers,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,50,36,14,78,147,375,14927.88,746394.0,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,44,Ocean Freight Container,1.33,7.6,Low Stock,2026-04-05
SKU-HW-01791,Next-Gen Firewall Threat Shield v4.0,Security Appliances,WH-US-02,Virginia Cloud Center,US-East,United States,182,89,93,103,166,598,6197.37,1127921.34,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,14,Ground Fleet Line,2.95,8.2,Optimal,2026-04-20
SKU-HW-01792,Redundant Power Distribution Unit 3-Phase v1.0,Power & Cooling,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,415,194,221,152,331,953,3437.66,1426628.9,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,28,Ground Fleet Line,2.06,12.4,Optimal,2026-02-26
SKU-HW-01793,Industrial IoT Telemetry Sensor v2.0,Edge Devices,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,1594,926,668,3933,6122,23580,115.04,183373.76,SUP-US-01,Supermicro Engineering Lab,United States,95.9,12,Ocean Freight Container,2.76,7.4,Low Stock,2026-03-30
SKU-HW-01794,Edge AI Gateway Controller v3.0,Edge Devices,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,1258,688,570,380,787,2008,1818.92,2288201.36,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,10,Dedicated Rail Cargo,2.01,3.5,Optimal,2026-05-19
SKU-HW-01795,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,114,23,91,65,99,341,11413.28,1301113.92,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,18,Dedicated Rail Cargo,2.45,6.1,Optimal,2026-07-14
SKU-HW-01796,Hardware Security Module (HSM) Vault v1.0,Security Appliances,WH-US-01,California Mega-Hub,US-West,United States,75,19,56,30,43,122,10391.09,779331.75,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,45,Ocean Freight Container,0.47,3.5,Optimal,2026-04-27
SKU-HW-01797,Ultra-Low Latency Spine Router v2.0,Networking Hardware,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,494,88,406,80,139,549,13044.03,6443750.82,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,40,Ground Fleet Line,1.38,2.5,Overstocked,2026-05-04
SKU-HW-01798,High-Density GPU Tensor Server Node v3.0,Compute Servers,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,241,120,121,81,148,489,16149.6,3892053.6,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,37,Ground Fleet Line,1.04,7.5,Optimal,2026-01-26
SKU-HW-01799,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-US-03,Chicago Central Depot,US-Central,United States,2,0,2,164,304,1198,4203.51,8407.02,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,38,Dedicated Rail Cargo,1.88,4.9,Critical Shortage,2026-08-09
SKU-HW-01800,Ultra-Low Latency Spine Router v1.0,Networking Hardware,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,139,67,72,55,83,262,12953.0,1800467.0,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,43,Dedicated Rail Cargo,2.72,11.2,Optimal,2026-02-18
SKU-HW-01801,Next-Gen Firewall Threat Shield v2.0,Security Appliances,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,550,112,438,149,318,1197,5194.65,2857057.5,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,30,Dedicated Rail Cargo,2.51,4.9,Optimal,2026-03-02
SKU-HW-01802,Direct-to-Chip Liquid Cooling Manifold v3.0,Power & Cooling,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,452,146,306,235,342,905,4514.02,2040337.04,SUP-US-02,Broadcom Optical Networks,United States,97.8,12,Air Priority Express,1.12,14.1,Optimal,2026-04-09
SKU-HW-01803,All-Flash NVMe High-IOPS Array v4.0,Storage Systems,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,173,88,85,61,124,422,16429.19,2842249.87,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,43,Ground Fleet Line,1.82,7.6,Optimal,2026-01-05
SKU-HW-01804,High-Density GPU Tensor Server Node v1.0,Compute Servers,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,116,61,55,103,144,400,13061.36,1515117.76,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,37,Dedicated Rail Cargo,2.76,10.2,Optimal,2026-05-25
SKU-HW-01805,Liquid-Cooled AI Inference Blade v2.0,Compute Servers,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,46,23,23,91,135,516,9223.24,424269.04,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,38,Ocean Freight Container,0.37,4.4,Low Stock,2026-06-30
SKU-HW-01806,High-Density GPU Tensor Server Node v3.0,Compute Servers,WH-EU-02,Rotterdam Logistics Park,EU-West,Netherlands,166,38,128,63,100,313,13564.53,2251711.98,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,44,Ground Fleet Line,0.52,14.1,Optimal,2026-05-24
SKU-HW-01807,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,159,34,125,123,178,670,4332.6,688883.4,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,28,Air Priority Express,0.07,7.4,Optimal,2026-01-13
SKU-HW-01808,Next-Gen Firewall Threat Shield v1.0,Security Appliances,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,86,64,22,125,205,660,5643.86,485371.96,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,7,Ground Fleet Line,2.17,13.6,Low Stock,2026-08-02
SKU-HW-01809,100G Single-Mode Optical Transceiver v2.0,Optical Components,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,3234,1078,2156,1787,2648,6751,293.32,948596.88,SUP-US-02,Broadcom Optical Networks,United States,97.8,9,Dedicated Rail Cargo,0.49,13.2,Optimal,2026-04-09
SKU-HW-01810,Distributed Object Storage Block v3.0,Storage Systems,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,144,65,79,90,144,546,5991.52,862778.88,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,27,Air Priority Express,1.57,6.9,Optimal,2026-02-09
SKU-HW-01811,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,144,81,63,69,146,446,13376.47,1926211.68,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,21,Ocean Freight Container,0.31,13.4,Optimal,2026-07-19
SKU-HW-01812,Hardware Security Module (HSM) Vault v1.0,Security Appliances,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,187,35,152,38,83,208,10430.56,1950514.72,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,37,Ground Fleet Line,3.03,11.7,Overstocked,2026-07-02
SKU-HW-01813,Edge AI Gateway Controller v2.0,Edge Devices,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,1300,226,1074,302,535,1459,2042.09,2654717.0,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,21,Ocean Freight Container,1.32,9.5,Overstocked,2026-04-24
SKU-HW-01814,Next-Gen Firewall Threat Shield v3.0,Security Appliances,WH-US-01,California Mega-Hub,US-West,United States,18,12,6,160,289,964,6053.17,108957.06,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,33,Ocean Freight Container,0.6,10.4,Critical Shortage,2026-03-01
SKU-HW-01815,100G Single-Mode Optical Transceiver v4.0,Optical Components,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,2776,1470,1306,1677,2714,10300,278.45,772977.2,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,13,Ocean Freight Container,1.37,3.4,Optimal,2026-02-01
SKU-HW-01816,All-Flash NVMe High-IOPS Array v1.0,Storage Systems,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,97,49,48,44,68,170,16866.93,1636092.21,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,33,Ground Fleet Line,1.38,11.0,Optimal,2026-04-14
SKU-HW-01817,Liquid-Cooled AI Inference Blade v2.0,Compute Servers,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,89,37,52,75,134,382,8306.26,739257.14,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,20,Ocean Freight Container,2.25,9.1,Optimal,2026-03-05
