customer_id,company_name,industry,company_size,headquarters_country,subscription_tier,contract_type,mrr_usd,arr_usd,contract_length_months,tenure_months,nps_score,csat_score,monthly_active_users,license_utilization_pct,support_tickets_count,critical_escalations,avg_resolution_time_hrs,product_usage_hours_per_week,feature_adoption_depth,last_login_days_ago,executive_sponsor_engaged,churn_risk_score,churn_risk_level,account_status
CUST-SAAS-00733,Vanguard Digital F,Manufacturing & Robotics,51-200 Employees,Taiwan,Startup Tier,Annual Pre-Paid,1408.35,16900.2,12,21,10,4.9,70,98.8,2,0,9.4,64.7,Full API Mesh & Automation,3,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00734,Horizon Enterprises G,Manufacturing & Robotics,51-200 Employees,United Kingdom,Startup Tier,Monthly Flexible,3009.36,36112.32,12,26,5,3.0,43,55.3,27,3,28.7,18.1,Core Functional,33,No,0.77,High,Under Review
CUST-SAAS-00735,Strata Networks H,Healthcare & BioTech,1000-5000 Employees,Taiwan,Custom Strategic,Quarterly Invoiced,47732.62,572791.44,24,28,9,4.6,1307,77.6,5,0,1.9,88.7,Core Functional,4,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00736,Aero Software I,Logistics & Supply Chain,10-50 Employees,Japan,Enterprise Plus,Monthly Flexible,23113.77,277365.24,12,49,10,4.5,365,86.3,0,0,7.1,122.8,Basic Exploratory,5,Yes,0.16,Low,Active - Healthy
CUST-SAAS-00737,Pulse Capital J,Energy & CleanTech,5000+ Enterprise,Japan,Startup Tier,Quarterly Invoiced,1055.55,12666.6,12,41,9,4.6,51,84.3,7,0,6.7,77.1,Full API Mesh & Automation,3,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00738,Terra Labs K,SaaS & Enterprise Cloud,1000-5000 Employees,Netherlands,Custom Strategic,Annual Pre-Paid,31564.54,378774.48,36,50,9,4.8,4612,76.2,1,0,10.3,110.3,Core Functional,5,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00739,Cygnus Cloud L,Logistics & Supply Chain,10-50 Employees,United Kingdom,Startup Tier,Quarterly Invoiced,2291.31,27495.72,12,18,9,4.2,67,90.0,0,0,9.8,171.6,Core Functional,0,Yes,0.19,Low,Active - Healthy
CUST-SAAS-00740,Novus Technologies M,Energy & CleanTech,10-50 Employees,France,Enterprise Plus,Monthly Flexible,22868.51,274422.12,24,33,2,2.8,965,46.0,27,5,54.5,6.0,Deep Advanced,23,No,0.65,High,Under Review
CUST-SAAS-00741,Polaris Group N,FinTech & Banking,1000-5000 Employees,Germany,Custom Strategic,Annual Pre-Paid,60736.57,728838.84,48,4,8,4.1,5875,90.1,1,0,8.5,60.9,Core Functional,5,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00742,Echo Biomedical O,E-Commerce & Retail,51-200 Employees,Japan,Startup Tier,Multi-Year 3-Yr Strategic,1590.38,19084.56,12,32,1,3.0,72,30.8,30,2,48.9,9.9,Deep Advanced,68,Yes,0.79,High,Active - At Risk
CUST-SAAS-00743,Synthetix Solutions P,Healthcare & BioTech,51-200 Employees,Taiwan,Professional,Monthly Flexible,7242.61,86911.32,24,10,6,2.3,136,35.2,30,4,65.4,6.1,Core Functional,26,No,0.67,High,Under Review
CUST-SAAS-00744,Vector Robotics Q,FinTech & Banking,1000-5000 Employees,Netherlands,Professional,Monthly Flexible,4695.88,56350.56,24,30,6,2.6,300,29.5,12,3,26.4,21.8,Core Functional,56,No,0.97,Critical,Under Review
CUST-SAAS-00745,Zion Security R,Professional Services & Legal,10-50 Employees,Netherlands,Enterprise Plus,Quarterly Invoiced,22092.66,265111.92,36,32,8,4.4,1156,80.6,2,0,6.3,92.0,Basic Exploratory,2,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00746,Aura Dynamics S,Media & Entertainment,10-50 Employees,Germany,Professional,Annual Pre-Paid,4555.8,54669.6,12,43,7,4.2,92,98.6,3,0,1.8,89.3,Core Functional,5,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00747,Boreal Analytics T,Manufacturing & Robotics,1000-5000 Employees,Netherlands,Enterprise Plus,Quarterly Invoiced,22517.85,270214.2,12,14,6,1.5,499,35.6,15,2,67.5,14.8,Basic Exploratory,45,No,0.87,Critical,Churned
CUST-SAAS-00748,Crest Industries U,Government & Public Sector,201-1000 Employees,Japan,Startup Tier,Multi-Year 3-Yr Strategic,1952.09,23425.08,12,23,10,5.0,77,85.6,3,0,3.3,75.4,Core Functional,1,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00749,Dynasty Systems V,E-Commerce & Retail,1000-5000 Employees,Switzerland,Startup Tier,Annual Pre-Paid,2281.45,27377.4,12,29,1,2.6,36,50.5,10,4,64.4,8.9,Core Functional,83,No,0.71,High,Active - At Risk
CUST-SAAS-00750,Apex Ventures W,Logistics & Supply Chain,201-1000 Employees,Switzerland,Custom Strategic,Multi-Year 3-Yr Strategic,63061.08,756732.96,24,51,1,2.7,2329,26.0,26,3,43.0,9.0,Basic Exploratory,60,No,0.93,Critical,Active - At Risk
CUST-SAAS-00751,Nexus Logistics X,Telecom & 5G,51-200 Employees,Singapore,Enterprise Plus,Multi-Year 3-Yr Strategic,25227.07,302724.84,24,43,5,1.3,357,26.9,25,2,51.1,19.2,Full API Mesh & Automation,80,No,0.95,Critical,Under Review
CUST-SAAS-00752,Vertex Global Y,Logistics & Supply Chain,5000+ Enterprise,France,Professional,Quarterly Invoiced,6350.39,76204.68,24,30,3,2.1,152,26.1,17,1,39.4,21.5,Full API Mesh & Automation,44,No,0.9,Critical,Churned
CUST-SAAS-00753,Quantum Digital Z,Media & Entertainment,1000-5000 Employees,United States,Custom Strategic,Multi-Year 3-Yr Strategic,78588.54,943062.48,24,7,7,4.7,1242,93.6,1,1,11.9,124.7,Core Functional,5,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00754,Hyperion Enterprises A,Logistics & Supply Chain,51-200 Employees,United Kingdom,Professional,Quarterly Invoiced,7453.66,89443.92,12,32,10,4.0,289,77.4,3,0,8.1,73.5,Core Functional,6,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00755,Aegis Networks B,FinTech & Banking,10-50 Employees,Taiwan,Enterprise Plus,Multi-Year 3-Yr Strategic,9856.59,118279.08,12,26,3,2.2,347,33.0,30,3,30.1,11.9,Basic Exploratory,48,No,0.75,High,Under Review
CUST-SAAS-00756,Cobalt Software C,Media & Entertainment,201-1000 Employees,Germany,Startup Tier,Quarterly Invoiced,2519.61,30235.32,12,25,10,4.6,38,90.5,1,0,10.1,178.2,Basic Exploratory,0,Yes,0.19,Low,Active - Healthy
CUST-SAAS-00757,Starlight Capital D,SaaS & Enterprise Cloud,201-1000 Employees,Singapore,Startup Tier,Annual Pre-Paid,2164.09,25969.08,12,35,9,4.3,63,95.6,6,0,8.9,179.9,Deep Advanced,1,Yes,0.18,Low,Active - Healthy
CUST-SAAS-00758,Titan Labs E,E-Commerce & Retail,10-50 Employees,Singapore,Enterprise Plus,Annual Pre-Paid,26604.4,319252.8,36,58,3,3.2,890,51.0,29,3,44.2,20.3,Full API Mesh & Automation,49,Yes,0.64,High,Churned
CUST-SAAS-00759,Lumina Cloud F,Telecom & 5G,5000+ Enterprise,Netherlands,Professional,Annual Pre-Paid,9010.91,108130.92,12,15,7,4.3,76,75.5,0,0,8.1,52.0,Deep Advanced,7,Yes,0.05,Low,Active - Healthy
CUST-SAAS-00760,Omni Technologies G,Manufacturing & Robotics,1000-5000 Employees,Singapore,Enterprise Plus,Quarterly Invoiced,9105.59,109267.08,12,3,7,4.0,177,88.2,6,0,5.3,129.1,Full API Mesh & Automation,6,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00761,Solaris Group H,Telecom & 5G,51-200 Employees,Singapore,Custom Strategic,Annual Pre-Paid,44743.78,536925.36,48,39,3,2.1,5259,48.0,12,3,45.3,3.4,Basic Exploratory,38,No,0.84,Critical,Active - At Risk
CUST-SAAS-00762,Prism Biomedical I,Energy & CleanTech,10-50 Employees,Germany,Startup Tier,Monthly Flexible,1646.97,19763.64,12,4,7,4.4,57,86.0,5,0,4.7,59.7,Basic Exploratory,0,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00763,Vanguard Solutions J,Logistics & Supply Chain,201-1000 Employees,United Kingdom,Custom Strategic,Quarterly Invoiced,58671.9,704062.8,36,43,8,4.8,6412,92.5,1,0,8.8,165.5,Full API Mesh & Automation,2,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00764,Horizon Robotics K,Media & Entertainment,1000-5000 Employees,United States,Professional,Quarterly Invoiced,4997.38,59968.56,24,27,9,4.3,91,81.3,6,0,9.5,131.9,Core Functional,2,Yes,0.13,Low,Active - Healthy
CUST-SAAS-00765,Strata Security L,E-Commerce & Retail,5000+ Enterprise,United Kingdom,Startup Tier,Multi-Year 3-Yr Strategic,2873.47,34481.64,12,18,9,4.8,26,92.9,2,0,6.3,141.8,Deep Advanced,1,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00766,Aero Dynamics M,Energy & CleanTech,5000+ Enterprise,Taiwan,Startup Tier,Annual Pre-Paid,2178.64,26143.68,12,25,9,4.9,49,89.0,3,1,9.9,65.9,Full API Mesh & Automation,4,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00767,Pulse Analytics N,Energy & CleanTech,10-50 Employees,Switzerland,Custom Strategic,Multi-Year 3-Yr Strategic,58489.3,701871.6,48,44,10,4.8,5731,81.9,7,1,6.3,51.1,Basic Exploratory,3,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00768,Terra Industries O,Government & Public Sector,10-50 Employees,France,Custom Strategic,Annual Pre-Paid,54641.81,655701.72,48,29,10,4.8,5182,89.7,6,0,11.5,146.7,Deep Advanced,1,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00769,Cygnus Systems P,E-Commerce & Retail,1000-5000 Employees,Taiwan,Professional,Quarterly Invoiced,6749.63,80995.56,12,29,10,4.8,97,83.0,0,0,5.2,146.5,Deep Advanced,7,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00770,Novus Ventures Q,Professional Services & Legal,1000-5000 Employees,Japan,Custom Strategic,Monthly Flexible,28248.57,338982.84,36,51,10,4.9,2773,98.6,1,0,5.2,105.8,Deep Advanced,7,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00771,Polaris Logistics R,FinTech & Banking,10-50 Employees,Singapore,Enterprise Plus,Quarterly Invoiced,13864.9,166378.8,24,41,9,4.5,223,81.5,5,0,5.6,130.0,Deep Advanced,7,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00772,Echo Global S,Telecom & 5G,201-1000 Employees,Singapore,Custom Strategic,Monthly Flexible,90956.32,1091475.84,48,14,9,4.7,3858,98.8,2,0,11.0,90.1,Full API Mesh & Automation,5,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00773,Synthetix Digital T,E-Commerce & Retail,1000-5000 Employees,Australia,Professional,Multi-Year 3-Yr Strategic,6086.22,73034.64,24,57,7,4.9,299,93.4,8,0,4.4,171.7,Full API Mesh & Automation,2,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-00774,Vector Enterprises U,Media & Entertainment,10-50 Employees,Japan,Custom Strategic,Monthly Flexible,81766.95,981203.4,48,51,10,4.4,754,79.9,4,0,3.3,167.1,Basic Exploratory,4,Yes,0.15,Low,Active - Healthy
CUST-SAAS-00775,Zion Networks V,Logistics & Supply Chain,5000+ Enterprise,Canada,Startup Tier,Monthly Flexible,1651.73,19820.76,12,32,10,4.7,71,89.1,4,0,6.7,101.7,Basic Exploratory,4,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00776,Aura Software W,Media & Entertainment,51-200 Employees,Switzerland,Custom Strategic,Quarterly Invoiced,26519.48,318233.76,48,52,5,1.6,4356,42.5,9,1,42.6,3.7,Core Functional,68,No,0.79,High,Active - At Risk
CUST-SAAS-00777,Boreal Capital X,FinTech & Banking,1000-5000 Employees,Switzerland,Startup Tier,Annual Pre-Paid,2057.33,24687.96,12,14,9,4.8,35,79.4,0,0,11.4,109.8,Core Functional,3,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-00778,Crest Labs Y,Manufacturing & Robotics,5000+ Enterprise,Taiwan,Startup Tier,Annual Pre-Paid,1016.69,12200.28,12,44,9,4.9,58,85.5,1,0,8.8,122.3,Core Functional,4,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00779,Dynasty Cloud Z,Healthcare & BioTech,10-50 Employees,France,Professional,Monthly Flexible,9457.73,113492.76,12,28,9,4.1,174,89.1,1,0,1.8,70.5,Basic Exploratory,3,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00780,Apex Technologies A,Telecom & 5G,5000+ Enterprise,Canada,Custom Strategic,Monthly Flexible,70241.24,842894.88,36,14,9,4.8,1763,97.2,8,0,9.1,93.2,Deep Advanced,4,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00781,Nexus Group B,Media & Entertainment,51-200 Employees,Australia,Custom Strategic,Multi-Year 3-Yr Strategic,46454.38,557452.56,48,50,8,4.0,5660,99.9,2,1,6.5,63.4,Basic Exploratory,1,Yes,0.23,Low,Active - Healthy
CUST-SAAS-00782,Vertex Biomedical C,Media & Entertainment,51-200 Employees,Singapore,Startup Tier,Quarterly Invoiced,1646.0,19752.0,12,28,8,4.3,30,78.6,4,0,8.9,78.2,Full API Mesh & Automation,7,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00783,Quantum Solutions D,Logistics & Supply Chain,5000+ Enterprise,Japan,Enterprise Plus,Annual Pre-Paid,24225.4,290704.8,36,29,4,2.3,1043,39.6,23,5,42.4,16.2,Full API Mesh & Automation,20,No,0.87,Critical,Active - At Risk
CUST-SAAS-00784,Hyperion Robotics E,Government & Public Sector,1000-5000 Employees,Singapore,Professional,Quarterly Invoiced,3652.16,43825.92,24,15,5,1.3,288,28.4,8,3,25.0,3.8,Core Functional,15,No,0.64,High,Under Review
CUST-SAAS-00785,Aegis Security F,SaaS & Enterprise Cloud,1000-5000 Employees,United States,Professional,Monthly Flexible,5368.68,64424.16,12,40,9,4.3,189,75.8,1,0,5.4,166.9,Deep Advanced,1,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00786,Cobalt Dynamics G,Energy & CleanTech,201-1000 Employees,Singapore,Custom Strategic,Monthly Flexible,84034.11,1008409.32,24,31,1,2.8,2293,28.0,30,1,71.4,17.9,Full API Mesh & Automation,49,No,0.96,Critical,Under Review
CUST-SAAS-00787,Starlight Analytics H,FinTech & Banking,1000-5000 Employees,Japan,Startup Tier,Multi-Year 3-Yr Strategic,3064.93,36779.16,12,14,8,4.8,66,77.4,7,0,8.4,56.3,Deep Advanced,0,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00788,Titan Industries I,Government & Public Sector,51-200 Employees,Canada,Professional,Annual Pre-Paid,8376.06,100512.72,12,47,9,4.0,121,96.2,0,0,3.7,96.5,Full API Mesh & Automation,4,Yes,0.23,Low,Active - Healthy
CUST-SAAS-00789,Lumina Systems J,FinTech & Banking,51-200 Employees,Switzerland,Enterprise Plus,Annual Pre-Paid,27541.14,330493.68,24,22,7,4.8,661,99.8,7,0,10.2,141.0,Deep Advanced,0,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00790,Omni Ventures K,Telecom & 5G,10-50 Employees,United Kingdom,Enterprise Plus,Multi-Year 3-Yr Strategic,26531.76,318381.12,36,37,10,4.1,380,94.9,2,0,7.8,70.7,Full API Mesh & Automation,4,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00791,Solaris Logistics L,Logistics & Supply Chain,5000+ Enterprise,Canada,Custom Strategic,Annual Pre-Paid,84314.25,1011771.0,36,54,10,4.1,4615,85.0,7,0,10.3,67.8,Basic Exploratory,4,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00792,Prism Global M,Media & Entertainment,5000+ Enterprise,Taiwan,Custom Strategic,Annual Pre-Paid,79625.23,955502.76,36,55,7,4.7,3264,89.0,2,0,6.7,152.1,Basic Exploratory,4,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00793,Vanguard Digital N,Media & Entertainment,10-50 Employees,Singapore,Startup Tier,Annual Pre-Paid,2162.05,25944.6,12,23,7,4.6,52,97.2,6,0,7.3,159.8,Deep Advanced,5,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00794,Horizon Enterprises O,Healthcare & BioTech,201-1000 Employees,Taiwan,Professional,Quarterly Invoiced,7977.4,95728.8,24,51,7,4.7,292,99.5,0,0,10.1,75.7,Full API Mesh & Automation,6,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00795,Strata Networks P,Energy & CleanTech,201-1000 Employees,Netherlands,Custom Strategic,Annual Pre-Paid,45531.99,546383.88,36,27,7,4.3,1014,91.3,0,0,5.5,117.8,Basic Exploratory,7,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00796,Aero Software Q,Manufacturing & Robotics,51-200 Employees,Canada,Enterprise Plus,Monthly Flexible,11929.07,143148.84,12,26,7,4.7,1107,75.9,5,0,10.6,150.8,Full API Mesh & Automation,5,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00797,Pulse Capital R,FinTech & Banking,10-50 Employees,Australia,Enterprise Plus,Annual Pre-Paid,22496.82,269961.84,36,1,10,4.6,162,77.6,2,0,11.7,93.9,Full API Mesh & Automation,6,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-00798,Terra Labs S,Logistics & Supply Chain,10-50 Employees,Canada,Custom Strategic,Monthly Flexible,34185.89,410230.68,24,47,2,2.4,5448,46.0,15,3,52.1,4.7,Deep Advanced,40,Yes,0.91,Critical,Active - At Risk
CUST-SAAS-00799,Cygnus Cloud T,E-Commerce & Retail,1000-5000 Employees,Germany,Enterprise Plus,Monthly Flexible,19159.99,229919.88,12,54,9,4.8,1015,83.6,0,1,8.6,58.8,Deep Advanced,0,Yes,0.23,Low,Active - Healthy
CUST-SAAS-00800,Novus Technologies U,Manufacturing & Robotics,1000-5000 Employees,Switzerland,Custom Strategic,Annual Pre-Paid,31342.29,376107.48,48,22,8,4.1,1853,78.7,3,0,9.3,161.1,Basic Exploratory,0,Yes,0.2,Low,Active - Healthy
CUST-SAAS-00801,Polaris Group V,Healthcare & BioTech,1000-5000 Employees,Switzerland,Professional,Annual Pre-Paid,7778.96,93347.52,24,30,3,3.2,163,39.5,27,3,66.5,16.3,Full API Mesh & Automation,54,Yes,0.76,High,Active - At Risk
CUST-SAAS-00802,Echo Biomedical W,Media & Entertainment,51-200 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,62918.13,755017.56,36,25,7,4.1,2079,98.2,5,0,10.5,114.3,Core Functional,3,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00803,Synthetix Solutions X,E-Commerce & Retail,201-1000 Employees,Taiwan,Enterprise Plus,Annual Pre-Paid,24296.37,291556.44,12,40,10,4.6,943,97.8,7,0,10.1,167.3,Core Functional,7,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00804,Vector Robotics Y,Professional Services & Legal,201-1000 Employees,United Kingdom,Startup Tier,Annual Pre-Paid,2335.33,28023.96,12,25,9,4.5,65,98.9,3,1,9.4,151.7,Deep Advanced,3,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-00805,Zion Security Z,Media & Entertainment,10-50 Employees,Japan,Enterprise Plus,Monthly Flexible,9024.93,108299.16,36,57,3,2.4,1166,40.4,35,2,46.6,16.3,Deep Advanced,14,No,0.84,Critical,Active - At Risk
CUST-SAAS-00806,Aura Dynamics A,Energy & CleanTech,51-200 Employees,United States,Enterprise Plus,Monthly Flexible,9280.37,111364.44,24,11,10,4.3,198,83.0,1,1,1.5,172.4,Basic Exploratory,0,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-00807,Boreal Analytics B,Healthcare & BioTech,5000+ Enterprise,France,Enterprise Plus,Monthly Flexible,15239.66,182875.92,24,58,7,4.5,579,87.5,2,0,1.8,66.6,Full API Mesh & Automation,2,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00808,Crest Industries C,E-Commerce & Retail,201-1000 Employees,Singapore,Professional,Multi-Year 3-Yr Strategic,3085.46,37025.52,12,5,9,4.9,224,95.0,1,0,3.1,108.2,Full API Mesh & Automation,1,Yes,0.22,Low,Active - Healthy
CUST-SAAS-00809,Dynasty Systems D,Professional Services & Legal,201-1000 Employees,United States,Enterprise Plus,Annual Pre-Paid,12957.02,155484.24,36,57,9,4.1,396,75.6,0,0,2.5,84.1,Basic Exploratory,2,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00810,Apex Ventures E,Logistics & Supply Chain,201-1000 Employees,Switzerland,Startup Tier,Quarterly Invoiced,2563.94,30767.28,12,5,8,4.2,57,89.0,2,0,8.9,64.6,Deep Advanced,6,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00811,Nexus Logistics F,Logistics & Supply Chain,51-200 Employees,France,Custom Strategic,Multi-Year 3-Yr Strategic,27942.96,335315.52,24,24,2,2.5,6024,29.9,20,1,41.6,6.6,Core Functional,19,No,0.92,Critical,Active - At Risk
CUST-SAAS-00812,Vertex Global G,Logistics & Supply Chain,51-200 Employees,Netherlands,Enterprise Plus,Annual Pre-Paid,11601.17,139214.04,24,37,10,4.4,292,83.7,4,1,6.0,73.0,Basic Exploratory,6,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00813,Quantum Digital H,Professional Services & Legal,201-1000 Employees,Singapore,Enterprise Plus,Quarterly Invoiced,27094.19,325130.28,36,24,5,2.5,390,45.4,11,3,42.3,7.4,Core Functional,27,No,0.83,Critical,Churned
CUST-SAAS-00814,Hyperion Enterprises I,SaaS & Enterprise Cloud,10-50 Employees,Germany,Professional,Annual Pre-Paid,4827.74,57932.88,12,53,8,4.1,163,87.4,6,0,3.0,48.7,Basic Exploratory,2,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00815,Aegis Networks J,Manufacturing & Robotics,51-200 Employees,France,Custom Strategic,Monthly Flexible,55011.9,660142.8,36,3,8,4.4,4328,98.8,2,0,6.5,113.3,Basic Exploratory,6,Yes,0.09,Low,Active - Healthy
CUST-SAAS-00816,Cobalt Software K,Telecom & 5G,51-200 Employees,Australia,Professional,Annual Pre-Paid,8480.38,101764.56,12,13,7,4.6,143,82.4,0,0,9.9,123.4,Full API Mesh & Automation,2,Yes,0.2,Low,Active - Healthy
CUST-SAAS-00817,Starlight Capital L,Telecom & 5G,10-50 Employees,France,Custom Strategic,Multi-Year 3-Yr Strategic,32301.88,387622.56,48,43,10,4.8,4653,97.0,6,0,11.3,137.6,Full API Mesh & Automation,1,Yes,0.22,Low,Active - Healthy
CUST-SAAS-00818,Titan Labs M,FinTech & Banking,10-50 Employees,Canada,Custom Strategic,Annual Pre-Paid,86267.05,1035204.6,24,38,6,3.1,4484,25.8,19,2,50.1,8.1,Full API Mesh & Automation,55,No,0.82,Critical,Active - At Risk
CUST-SAAS-00819,Lumina Cloud N,Government & Public Sector,51-200 Employees,Germany,Enterprise Plus,Annual Pre-Paid,21650.7,259808.4,36,39,8,4.1,1084,90.4,8,0,3.7,120.4,Deep Advanced,0,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00820,Omni Technologies O,Manufacturing & Robotics,201-1000 Employees,France,Custom Strategic,Annual Pre-Paid,91088.61,1093063.32,36,16,4,3.2,4874,31.0,18,5,42.1,17.9,Full API Mesh & Automation,31,No,0.7,High,Active - At Risk
CUST-SAAS-00821,Solaris Group P,Media & Entertainment,1000-5000 Employees,Taiwan,Startup Tier,Quarterly Invoiced,3012.56,36150.72,12,41,8,4.6,70,86.1,8,0,7.3,158.7,Deep Advanced,3,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00822,Prism Biomedical Q,SaaS & Enterprise Cloud,1000-5000 Employees,United Kingdom,Professional,Monthly Flexible,7777.19,93326.28,24,19,7,4.3,51,80.0,5,0,11.5,58.3,Core Functional,7,Yes,0.05,Low,Active - Healthy
CUST-SAAS-00823,Vanguard Solutions R,Healthcare & BioTech,1000-5000 Employees,Switzerland,Enterprise Plus,Monthly Flexible,27661.51,331938.12,24,39,9,4.2,1134,83.8,1,0,7.2,105.7,Full API Mesh & Automation,0,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00824,Horizon Robotics S,Media & Entertainment,1000-5000 Employees,Germany,Startup Tier,Quarterly Invoiced,2779.79,33357.48,12,34,10,4.3,66,99.3,0,0,5.0,105.6,Full API Mesh & Automation,6,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00825,Strata Security T,Energy & CleanTech,201-1000 Employees,Canada,Enterprise Plus,Multi-Year 3-Yr Strategic,15005.82,180069.84,24,10,10,4.4,765,79.1,2,0,7.5,52.4,Full API Mesh & Automation,7,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00826,Aero Dynamics U,Logistics & Supply Chain,5000+ Enterprise,Taiwan,Startup Tier,Monthly Flexible,2398.9,28786.8,12,21,9,4.1,22,91.8,8,0,9.0,170.3,Core Functional,6,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00827,Pulse Analytics V,Government & Public Sector,51-200 Employees,Japan,Custom Strategic,Multi-Year 3-Yr Strategic,35859.47,430313.64,48,28,10,4.2,2571,85.0,6,1,11.8,53.2,Basic Exploratory,5,Yes,0.2,Low,Active - Healthy
CUST-SAAS-00828,Terra Industries W,Energy & CleanTech,201-1000 Employees,Japan,Custom Strategic,Annual Pre-Paid,74422.33,893067.96,48,27,2,2.6,1818,38.6,8,4,25.5,18.8,Basic Exploratory,33,No,0.72,High,Churned
CUST-SAAS-00829,Cygnus Systems X,Government & Public Sector,1000-5000 Employees,United Kingdom,Enterprise Plus,Annual Pre-Paid,19764.76,237177.12,12,4,10,4.4,163,76.0,5,0,11.4,171.3,Deep Advanced,3,Yes,0.05,Low,Active - Healthy
CUST-SAAS-00830,Novus Ventures Y,Media & Entertainment,51-200 Employees,Switzerland,Custom Strategic,Quarterly Invoiced,85353.69,1024244.28,48,11,7,4.9,6159,92.2,5,0,9.0,90.9,Basic Exploratory,7,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00831,Polaris Logistics Z,Logistics & Supply Chain,51-200 Employees,Germany,Startup Tier,Monthly Flexible,3180.45,38165.4,12,53,10,4.6,57,93.8,1,0,6.2,129.7,Basic Exploratory,6,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00832,Echo Global A,Logistics & Supply Chain,10-50 Employees,Japan,Enterprise Plus,Annual Pre-Paid,21147.28,253767.36,24,2,8,4.1,218,95.8,7,1,11.0,79.7,Full API Mesh & Automation,4,Yes,0.25,Medium,Active - Healthy
CUST-SAAS-00833,Synthetix Digital B,Telecom & 5G,51-200 Employees,Canada,Enterprise Plus,Annual Pre-Paid,25099.97,301199.64,12,32,9,4.1,732,79.8,6,0,6.8,139.7,Full API Mesh & Automation,5,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00834,Vector Enterprises C,Telecom & 5G,201-1000 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,64464.6,773575.2,48,4,7,4.7,2034,94.1,5,0,9.8,116.5,Basic Exploratory,2,Yes,0.04,Low,Active - Healthy
CUST-SAAS-00835,Zion Networks D,Media & Entertainment,201-1000 Employees,Japan,Startup Tier,Multi-Year 3-Yr Strategic,2305.23,27662.76,12,39,10,4.7,27,89.8,4,0,4.5,75.8,Full API Mesh & Automation,2,Yes,0.13,Low,Active - Healthy
CUST-SAAS-00836,Aura Software E,Energy & CleanTech,1000-5000 Employees,Australia,Enterprise Plus,Annual Pre-Paid,14603.77,175245.24,24,9,10,4.7,1080,91.5,7,0,10.6,144.7,Basic Exploratory,3,Yes,0.13,Low,Active - Healthy
