order_id,order_date,fiscal_year,fiscal_quarter,customer_id,customer_name,account_tier,industry,region,country,sales_channel,product_category,product_sku,product_name,quantity,unit_price,discount_rate_pct,total_amount,cogs_amount,gross_margin_pct,payment_terms,order_status,sales_rep
ORD-2025-01215,2026-03-24,2026,2026-Q1,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,US-Central,United States,Global Alliance Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,1,4500.0,5.0,4275.0,651.94,84.75,Quarterly Net 30,Completed,Chloe Dubois
ORD-2025-01216,2024-08-07,2024,2024-Q3,CUST-0030,Sartre Software SAS,SMB Growth,Dev Tools,APAC-East,Taiwan,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,8,5184.0,1.0,41057.28,7739.3,81.15,Net 90,Pending Verification,Brian O'Connor
ORD-2025-01217,2024-07-09,2024,2024-Q3,CUST-0017,Sterling Cooper Advertising,Mid-Market,Marketing & Media,EU-West,France,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,31,5562.0,10.0,155179.8,34543.02,77.74,Quarterly Net 30,Pending Verification,Sarah Chen
ORD-2025-01218,2026-03-11,2026,2026-Q1,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,EU-North,Netherlands,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,10,5832.0,1.0,57736.8,10600.48,81.64,Net 30,Pending Verification,Marcus Vance
ORD-2025-01219,2026-06-13,2026,2026-Q2,CUST-0023,Delos Experience Living,Enterprise Strategic,Hospitality,EU-Central,Germany,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,75,6324.0,25.0,355725.0,89144.69,74.94,Quarterly Net 30,In Fulfillment,Jessica Taylor
ORD-2025-01220,2026-04-19,2026,2026-Q2,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,EU-West,United Kingdom,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,104,17160.0,5.0,1695408.0,341963.79,79.83,Quarterly Net 30,In Fulfillment,Rachel Green
ORD-2025-01221,2026-05-30,2026,2026-Q2,CUST-0034,Quantum Peak Labs,SMB Growth,Semiconductor,APAC-East,Japan,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,6,5562.0,4.0,32037.12,5452.72,82.98,Net 60,Pending Verification,Marcus Vance
ORD-2025-01222,2024-04-12,2024,2024-Q2,CUST-0011,Pied Piper Compression,Mid-Market,DeepTech,APAC-South,Singapore,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,36,9078.0,14.0,281054.88,62197.44,77.87,Net 90,Completed,Jessica Taylor
ORD-2025-01223,2024-10-30,2024,2024-Q4,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,MEA,United Arab Emirates,Global Alliance Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,64,11648.0,11.0,663470.08,130040.14,80.4,Net 30,Pending Verification,Astrid Lindgren
ORD-2025-01224,2025-07-23,2025,2025-Q3,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,EU-West,United Kingdom,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,101,11750.0,13.0,1032472.5,200506.16,80.58,Net 60,Completed,Gabriel Santos
ORD-2025-01225,2024-06-12,2024,2024-Q2,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,EU-North,Netherlands,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,111,15840.0,12.0,1547251.2,238431.41,84.59,Net 60,Completed,Sarah Chen
ORD-2025-01226,2026-01-13,2026,2026-Q1,CUST-0010,Hooli Enterprise Cloud,Enterprise Strategic,Cloud Services,EU-West,United Kingdom,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,91,8633.0,11.0,699186.67,167175.53,76.09,Quarterly Net 30,Pending Verification,Michael Chang
ORD-2025-01227,2024-04-15,2024,2024-Q2,CUST-0031,Athena Health Systems,Mid-Market,Healthcare,EU-West,United Kingdom,Global Alliance Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,9,35700.0,8.0,295596.0,102778.73,65.23,Net 90,Pending Verification,Alex Mercer
ORD-2025-01228,2025-01-25,2025,2025-Q1,CUST-0017,Sterling Cooper Advertising,Mid-Market,Marketing & Media,US-West,United States,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,39,7004.0,3.0,264961.32,66452.3,74.92,Annual Pre-Paid,Pending Verification,Elena Rostova
ORD-2025-01229,2025-06-19,2025,2025-Q2,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,US-West,United States,Online B2B Portal,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,116,16500.0,22.0,1492920.0,259618.79,82.61,Annual Pre-Paid,Completed,Alex Mercer
ORD-2025-01230,2025-10-15,2025,2025-Q4,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,LATAM,Brazil,Online B2B Portal,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,120,35000.0,10.0,3780000.0,1233792.0,67.36,Net 90,Pending Verification,Sarah Chen
ORD-2025-01231,2024-01-14,2024,2024-Q1,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,APAC-ANZ,Australia,Global Alliance Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,79,16665.0,15.0,1119054.75,197736.97,82.33,Net 30,Completed,Michael Chang
ORD-2025-01232,2025-09-13,2025,2025-Q3,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,APAC-East,Taiwan,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,82,13125.0,7.0,1000912.5,208790.35,79.14,Net 30,Completed,Sarah Chen
ORD-2025-01233,2026-02-21,2026,2026-Q1,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,EU-West,France,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,12,6664.0,6.0,75169.92,19311.15,74.31,Annual Pre-Paid,Completed,Jessica Taylor
ORD-2025-01234,2026-04-12,2026,2026-Q2,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,APAC-South,Singapore,Direct Field Sales,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,77,16830.0,9.0,1179278.1,240218.95,79.63,Net 90,Completed,Gabriel Santos
ORD-2025-01235,2024-01-30,2024,2024-Q1,CUST-0030,Sartre Software SAS,SMB Growth,Dev Tools,LATAM,Brazil,Online B2B Portal,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,14,4410.0,5.0,58653.0,6029.53,89.72,Net 90,Completed,Gabriel Santos
ORD-2025-01236,2024-02-18,2024,2024-Q1,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,EU-Central,Switzerland,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,31,9434.0,16.0,245661.36,58491.97,76.19,Annual Pre-Paid,Pending Verification,Gabriel Santos
ORD-2025-01237,2026-04-15,2026,2026-Q2,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,LATAM,Brazil,Global Alliance Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,47,25048.0,12.0,1035985.28,140479.6,86.44,Net 60,Pending Verification,Hannah Schmidt
ORD-2025-01238,2024-11-09,2024,2024-Q4,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,MEA,United Arab Emirates,Direct Field Sales,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,45,6936.0,17.0,259059.6,67225.97,74.05,Net 60,Pending Verification,Hannah Schmidt
ORD-2025-01239,2025-12-25,2025,2025-Q4,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,EU-West,France,Online B2B Portal,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,25,11984.0,11.0,266644.0,51782.26,80.58,Net 30,In Fulfillment,Rachel Green
ORD-2025-01240,2024-11-13,2024,2024-Q4,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,APAC-ANZ,Australia,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,73,5508.0,9.0,365896.44,89242.14,75.61,Net 30,Completed,Astrid Lindgren
ORD-2025-01241,2025-09-04,2025,2025-Q3,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,LATAM,Brazil,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,96,8722.0,12.0,736834.56,205871.58,72.06,Annual Pre-Paid,Completed,Hannah Schmidt
ORD-2025-01242,2026-01-23,2026,2026-Q1,CUST-0019,Buy N Large Retail Mega,Enterprise Strategic,E-Commerce,APAC-East,Taiwan,Direct Field Sales,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,33,4185.0,14.0,118770.3,16176.51,86.38,Net 90,Completed,Chloe Dubois
ORD-2025-01243,2024-08-17,2024,2024-Q3,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,EU-West,United Kingdom,Strategic Reseller Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,15,10864.0,2.0,159700.8,22805.27,85.72,Quarterly Net 30,Completed,Hannah Schmidt
ORD-2025-01244,2025-03-25,2025,2025-Q1,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,APAC-East,Japan,Strategic Reseller Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,28,6868.0,22.0,149997.12,40469.22,73.02,Annual Pre-Paid,Pending Verification,Astrid Lindgren
ORD-2025-01245,2026-03-26,2026,2026-Q1,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,APAC-East,South Korea,Online B2B Portal,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,25,7276.0,5.0,172805.0,52048.87,69.88,Quarterly Net 30,Pending Verification,Sarah Chen
ORD-2025-01246,2025-12-10,2025,2025-Q4,CUST-0009,Wonka Global Logistics,Mid-Market,Supply Chain,EU-West,France,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,39,5832.0,2.0,222899.04,41748.99,81.27,Quarterly Net 30,Completed,Michael Chang
ORD-2025-01247,2024-11-17,2024,2024-Q4,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,APAC-East,South Korea,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,96,4860.0,19.0,377913.6,43195.52,88.57,Net 60,Completed,Kenji Sato
ORD-2025-01248,2025-08-11,2025,2025-Q3,CUST-0004,Stark Aerospace & Defense,Enterprise Strategic,Aerospace,EU-Central,Switzerland,Global Alliance Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,80,11984.0,14.0,824499.2,170094.18,79.37,Quarterly Net 30,Completed,Michael Chang
ORD-2025-01249,2025-10-27,2025,2025-Q4,CUST-0004,Stark Aerospace & Defense,Enterprise Strategic,Aerospace,MEA,United Arab Emirates,Online B2B Portal,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,116,10416.0,19.0,978687.36,187516.5,80.84,Net 90,Pending Verification,Brian O'Connor
ORD-2025-01250,2026-01-15,2026,2026-Q1,CUST-0002,Globex Corporation,Enterprise Strategic,Conglomerate,APAC-ANZ,Australia,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,95,6392.0,20.0,485792.0,140053.83,71.17,Annual Pre-Paid,Pending Verification,Michael Chang
ORD-2025-01251,2025-12-14,2025,2025-Q4,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,EU-West,France,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,107,7704.0,23.0,634732.56,183120.34,71.15,Quarterly Net 30,Pending Verification,Hannah Schmidt
ORD-2025-01252,2024-01-07,2024,2024-Q1,CUST-0004,Stark Aerospace & Defense,Enterprise Strategic,Aerospace,APAC-ANZ,Australia,Online B2B Portal,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,20,6696.0,20.0,107136.0,31594.41,70.51,Annual Pre-Paid,In Fulfillment,Astrid Lindgren
ORD-2025-01253,2024-07-18,2024,2024-Q3,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,APAC-East,Taiwan,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,1,8900.0,5.0,8455.0,2370.78,71.96,Net 30,Completed,Jessica Taylor
ORD-2025-01254,2025-08-10,2025,2025-Q3,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,APAC-East,South Korea,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,94,7208.0,14.0,582694.72,177954.97,69.46,Net 90,Pending Verification,Marcus Vance
ORD-2025-01255,2025-12-25,2025,2025-Q4,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,MEA,United Arab Emirates,Online B2B Portal,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,16,10976.0,9.0,159810.56,32265.75,79.81,Net 30,Pending Verification,Chloe Dubois
ORD-2025-01256,2026-02-08,2026,2026-Q1,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,APAC-East,Japan,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,117,13500.0,17.0,1310985.0,334694.47,74.47,Net 90,Completed,Marcus Vance
ORD-2025-01257,2024-01-02,2024,2024-Q1,CUST-0034,Quantum Peak Labs,SMB Growth,Semiconductor,US-East,United States,Direct Field Sales,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,7,4725.0,2.0,32413.5,4362.86,86.54,Net 90,Completed,Marcus Vance
ORD-2025-01258,2024-07-12,2024,2024-Q3,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,US-Central,United States,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,8,4815.0,13.0,33512.4,4423.64,86.8,Quarterly Net 30,In Fulfillment,Brian O'Connor
ORD-2025-01259,2025-03-27,2025,2025-Q1,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,APAC-East,Japan,Strategic Reseller Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,8,11984.0,17.0,79573.76,11848.53,85.11,Net 30,Pending Verification,Brian O'Connor
ORD-2025-01260,2024-10-25,2024,2024-Q4,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,EU-West,France,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,71,6768.0,8.0,442085.76,125773.4,71.55,Net 60,Pending Verification,Chloe Dubois
ORD-2025-01261,2026-08-08,2026,2026-Q3,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,APAC-East,South Korea,Global Alliance Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,90,24056.0,16.0,1818633.6,310440.76,82.93,Net 60,Completed,Elena Rostova
ORD-2025-01262,2026-03-24,2026,2026-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,US-East,United States,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,66,13375.0,21.0,697372.5,141845.57,79.66,Quarterly Net 30,Completed,Hannah Schmidt
ORD-2025-01263,2025-06-16,2025,2025-Q2,CUST-0006,Soylent BioTech Global,Mid-Market,BioTech,APAC-South,Singapore,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,38,5454.0,9.0,188599.32,41208.95,78.15,Quarterly Net 30,In Fulfillment,Kenji Sato
ORD-2025-01264,2024-11-24,2024,2024-Q4,CUST-0009,Wonka Global Logistics,Mid-Market,Supply Chain,EU-Central,Switzerland,Strategic Reseller Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,29,34300.0,6.0,935018.0,299953.77,67.92,Annual Pre-Paid,Completed,David Lin
ORD-2025-01265,2025-07-28,2025,2025-Q3,CUST-0031,Athena Health Systems,Mid-Market,Healthcare,APAC-East,Taiwan,Global Alliance Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,33,36400.0,15.0,1021020.0,304570.27,70.17,Net 30,Completed,Elena Rostova
ORD-2025-01266,2024-04-01,2024,2024-Q2,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,MEA,United Arab Emirates,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,99,4140.0,6.0,385268.4,39567.06,89.73,Annual Pre-Paid,In Fulfillment,David Lin
ORD-2025-01267,2025-07-04,2025,2025-Q3,CUST-0004,Stark Aerospace & Defense,Enterprise Strategic,Aerospace,LATAM,Brazil,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,72,5400.0,22.0,303264.0,59288.11,80.45,Net 30,In Fulfillment,Sarah Chen
ORD-2025-01268,2025-04-13,2025,2025-Q2,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,MEA,United Arab Emirates,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,14,4500.0,19.0,51030.0,6853.33,86.57,Quarterly Net 30,Completed,Alex Mercer
ORD-2025-01269,2026-08-02,2026,2026-Q3,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,EU-West,United Kingdom,Direct Field Sales,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,5,36050.0,23.0,138792.5,39805.69,71.32,Net 90,In Fulfillment,Jessica Taylor
ORD-2025-01270,2026-04-26,2026,2026-Q2,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,EU-West,France,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,11,12000.0,2.0,129360.0,26712.84,79.35,Annual Pre-Paid,Pending Verification,Elena Rostova
ORD-2025-01271,2026-06-18,2026,2026-Q2,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,EU-North,Netherlands,Direct Field Sales,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,110,6528.0,13.0,624729.6,154870.47,75.21,Annual Pre-Paid,Pending Verification,Rachel Green
ORD-2025-01272,2024-01-11,2024,2024-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,US-East,United States,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,89,8277.0,19.0,596688.93,167550.25,71.92,Net 60,Completed,Sarah Chen
ORD-2025-01273,2024-07-06,2024,2024-Q3,CUST-0035,Hyperion Data Mesh,Mid-Market,Data Infrastructure,EU-West,France,Strategic Reseller Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,27,33950.0,4.0,879984.0,256603.33,70.84,Net 90,Completed,Gabriel Santos
ORD-2025-01274,2024-05-02,2024,2024-Q2,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,LATAM,Brazil,Strategic Reseller Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,76,23560.0,22.0,1396636.8,221366.93,84.15,Net 30,Completed,Chloe Dubois
ORD-2025-01275,2024-04-21,2024,2024-Q2,CUST-0008,Umbrella Life Sciences,Enterprise Strategic,Pharma,EU-West,United Kingdom,Direct Field Sales,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,28,7004.0,7.0,182384.16,57378.06,68.54,Annual Pre-Paid,Pending Verification,Chloe Dubois
ORD-2025-01276,2026-01-26,2026,2026-Q1,CUST-0010,Hooli Enterprise Cloud,Enterprise Strategic,Cloud Services,EU-Central,Switzerland,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,103,5616.0,24.0,439620.48,84407.13,80.8,Net 30,Completed,Marcus Vance
ORD-2025-01277,2024-12-15,2024,2024-Q4,CUST-0017,Sterling Cooper Advertising,Mid-Market,Marketing & Media,MEA,United Arab Emirates,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,31,4590.0,3.0,138021.3,20523.77,85.13,Net 60,Pending Verification,Michael Chang
ORD-2025-01278,2024-03-06,2024,2024-Q1,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,US-Central,United States,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,30,4455.0,0.0,133650.0,15035.63,88.75,Quarterly Net 30,Pending Verification,Michael Chang
ORD-2025-01279,2024-06-13,2024,2024-Q2,CUST-0010,Hooli Enterprise Cloud,Enterprise Strategic,Cloud Services,APAC-East,Japan,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,19,12375.0,19.0,190451.25,41385.06,78.27,Quarterly Net 30,In Fulfillment,Astrid Lindgren
ORD-2025-01280,2024-11-25,2024,2024-Q4,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,US-East,United States,Strategic Reseller Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,16,22816.0,0.0,365056.0,71295.44,80.47,Annual Pre-Paid,Completed,Hannah Schmidt
ORD-2025-01281,2024-08-17,2024,2024-Q3,CUST-0003,Initech Cloud Solutions,Mid-Market,Software,APAC-East,Taiwan,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,32,12750.0,14.0,350880.0,83298.91,76.26,Quarterly Net 30,Completed,Chloe Dubois
ORD-2025-01282,2026-07-21,2026,2026-Q3,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,APAC-South,Singapore,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,5,7776.0,3.0,37713.6,9941.3,73.64,Net 60,Completed,Michael Chang
ORD-2025-01283,2026-06-19,2026,2026-Q2,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,EU-West,United Kingdom,Strategic Reseller Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,13,34300.0,14.0,383474.0,130151.08,66.06,Net 60,Pending Verification,Astrid Lindgren
ORD-2025-01284,2024-01-22,2024,2024-Q1,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,APAC-East,South Korea,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,10,9167.0,14.0,78836.2,19448.89,75.33,Net 60,Completed,Marcus Vance
ORD-2025-01285,2026-05-10,2026,2026-Q2,CUST-0023,Delos Experience Living,Enterprise Strategic,Hospitality,EU-West,United Kingdom,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,118,7072.0,13.0,726011.52,206550.28,71.55,Annual Pre-Paid,Completed,David Lin
ORD-2025-01286,2024-12-11,2024,2024-Q4,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,APAC-South,Singapore,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,97,8544.0,16.0,696165.12,162206.47,76.7,Quarterly Net 30,In Fulfillment,Hannah Schmidt
ORD-2025-01287,2026-01-16,2026,2026-Q1,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,MEA,United Arab Emirates,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,28,5238.0,6.0,137864.16,30137.11,78.14,Annual Pre-Paid,Completed,Michael Chang
ORD-2025-01288,2025-10-29,2025,2025-Q4,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,EU-Central,Germany,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,30,12625.0,9.0,344662.5,85303.97,75.25,Annual Pre-Paid,Completed,Marcus Vance
ORD-2025-01289,2025-03-29,2025,2025-Q1,CUST-0002,Globex Corporation,Enterprise Strategic,Conglomerate,APAC-ANZ,Australia,Strategic Reseller Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,77,6528.0,18.0,412177.92,107289.91,73.97,Quarterly Net 30,In Fulfillment,Vikram Patel
ORD-2025-01290,2025-02-15,2025,2025-Q1,CUST-0013,Oceanic Airlines Group,Enterprise Strategic,Aviation,US-Central,United States,Global Alliance Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,64,4680.0,10.0,269568.0,32078.59,88.1,Annual Pre-Paid,Pending Verification,Rachel Green
ORD-2025-01291,2026-02-20,2026,2026-Q1,CUST-0034,Quantum Peak Labs,SMB Growth,Semiconductor,APAC-ANZ,Australia,Direct Field Sales,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,13,22816.0,1.0,293641.92,37116.34,87.36,Net 30,Pending Verification,Hannah Schmidt
ORD-2025-01292,2024-04-02,2024,2024-Q2,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,MEA,United Arab Emirates,Online B2B Portal,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,100,15675.0,8.0,1442100.0,234629.67,83.73,Net 90,Pending Verification,Rachel Green
ORD-2025-01293,2026-07-15,2026,2026-Q3,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,EU-Central,Switzerland,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,42,9345.0,11.0,349316.1,96830.42,72.28,Net 60,In Fulfillment,Jessica Taylor
ORD-2025-01294,2024-05-01,2024,2024-Q2,CUST-0035,Hyperion Data Mesh,Mid-Market,Data Infrastructure,MEA,United Arab Emirates,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,37,8900.0,8.0,302956.0,64014.6,78.87,Net 60,Completed,Vikram Patel
ORD-2025-01295,2024-05-30,2024,2024-Q2,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,US-West,United States,Direct Field Sales,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,117,8722.0,13.0,887812.38,245391.34,72.36,Net 30,Pending Verification,Brian O'Connor
ORD-2025-01296,2025-03-27,2025,2025-Q1,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,EU-Central,Switzerland,Direct Field Sales,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,90,11872.0,16.0,897523.2,126550.77,85.9,Net 90,Completed,Marcus Vance
ORD-2025-01297,2024-05-18,2024,2024-Q2,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,APAC-South,Singapore,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,19,9345.0,25.0,133166.25,31493.82,76.35,Net 90,Pending Verification,Astrid Lindgren
ORD-2025-01298,2026-03-22,2026,2026-Q1,CUST-0006,Soylent BioTech Global,Mid-Market,BioTech,EU-West,France,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,39,11875.0,6.0,435337.5,83541.27,80.81,Net 60,Pending Verification,Michael Chang
